Time,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
26:15:04,0.478,0.457,0.453,0.453,0.458,0.473,0.083,0.083,0.085,0.084,0.083,0.086,0.381,0.394,0.388,0.46,0.475,0.477,0.081,0.082,0.085,0.084,0.083,0.087,0.134,0.141,0.137,0.446,0.477,0.476,0.079,0.079,0.084,0.085,0.083,0.083,0.393,0.37,0.385,0.079,0.079,0.08,0.08,0.079,0.082,0.083,0.083,0.084,0.229,0.235,0.234,0.077,0.078,0.08,0.079,0.078,0.083,0.083,0.083,0.084,0.667,0.642,0.65,0.079,0.079,0.08,0.08,0.081,0.085,0.084,0.083,0.083,0.473,0.549,0.465,0.078,0.08,0.08,0.08,0.169,0.084,0.083,0.084,0.085,0.486,0.478,0.476,0.08,0.079,0.08,0.08,0.087,0.087,0.083,0.084,0.084
26:30:04,0.481,0.461,0.456,0.453,0.459,0.472,0.083,0.083,0.085,0.084,0.083,0.086,0.383,0.396,0.39,0.467,0.482,0.483,0.081,0.082,0.085,0.083,0.083,0.087,0.134,0.142,0.138,0.447,0.48,0.478,0.079,0.079,0.083,0.085,0.083,0.083,0.395,0.373,0.386,0.079,0.079,0.08,0.08,0.079,0.082,0.083,0.083,0.083,0.231,0.237,0.235,0.077,0.078,0.08,0.079,0.078,0.083,0.083,0.083,0.084,0.672,0.644,0.651,0.078,0.079,0.08,0.08,0.081,0.085,0.083,0.083,0.083,0.476,0.553,0.468,0.078,0.08,0.08,0.08,0.169,0.083,0.083,0.084,0.085,0.488,0.481,0.478,0.08,0.08,0.08,0.08,0.087,0.087,0.083,0.083,0.084
26:45:04,0.485,0.465,0.46,0.453,0.461,0.471,0.083,0.083,0.085,0.084,0.083,0.086,0.383,0.397,0.392,0.482,0.493,0.492,0.081,0.082,0.085,0.083,0.083,0.087,0.135,0.144,0.139,0.447,0.482,0.479,0.079,0.08,0.083,0.085,0.083,0.083,0.397,0.373,0.388,0.079,0.079,0.08,0.08,0.079,0.082,0.083,0.083,0.084,0.23,0.238,0.235,0.077,0.078,0.08,0.079,0.078,0.083,0.083,0.083,0.084,0.677,0.652,0.653,0.079,0.079,0.08,0.079,0.081,0.085,0.084,0.083,0.083,0.479,0.553,0.47,0.078,0.08,0.08,0.08,0.169,0.084,0.083,0.084,0.085,0.49,0.483,0.48,0.08,0.079,0.08,0.08,0.087,0.087,0.083,0.084,0.084
27:00:04,0.49,0.47,0.466,0.454,0.462,0.472,0.083,0.083,0.085,0.084,0.083,0.086,0.388,0.399,0.394,0.491,0.499,0.504,0.081,0.082,0.085,0.083,0.083,0.087,0.137,0.144,0.141,0.448,0.484,0.481,0.079,0.079,0.084,0.085,0.083,0.083,0.399,0.377,0.391,0.079,0.079,0.08,0.08,0.079,0.082,0.083,0.083,0.083,0.23,0.239,0.236,0.077,0.078,0.08,0.079,0.078,0.083,0.083,0.083,0.084,0.675,0.651,0.661,0.079,0.079,0.08,0.079,0.081,0.085,0.084,0.083,0.083,0.481,0.557,0.473,0.078,0.08,0.08,0.08,0.169,0.083,0.083,0.084,0.085,0.493,0.485,0.482,0.08,0.079,0.08,0.08,0.087,0.087,0.083,0.083,0.084
27:15:04,0.494,0.474,0.469,0.454,0.464,0.472,0.083,0.083,0.085,0.084,0.083,0.086,0.391,0.401,0.396,0.507,0.505,0.522,0.081,0.082,0.085,0.083,0.083,0.087,0.138,0.144,0.143,0.449,0.487,0.483,0.079,0.08,0.084,0.085,0.083,0.083,0.402,0.38,0.393,0.079,0.079,0.081,0.08,0.079,0.082,0.083,0.083,0.083,0.228,0.241,0.237,0.077,0.078,0.08,0.079,0.078,0.083,0.083,0.083,0.084,0.674,0.657,0.661,0.079,0.079,0.08,0.079,0.081,0.085,0.083,0.083,0.083,0.484,0.56,0.474,0.078,0.08,0.08,0.08,0.168,0.083,0.083,0.084,0.085,0.495,0.488,0.485,0.08,0.08,0.08,0.08,0.087,0.087,0.084,0.084,0.084
27:30:04,0.497,0.477,0.473,0.454,0.466,0.473,0.083,0.083,0.085,0.083,0.083,0.086,0.393,0.404,0.398,0.52,0.512,0.558,0.081,0.082,0.085,0.083,0.083,0.087,0.14,0.145,0.145,0.45,0.489,0.485,0.079,0.079,0.084,0.085,0.083,0.083,0.404,0.383,0.395,0.079,0.079,0.08,0.08,0.079,0.082,0.083,0.083,0.083,0.228,0.242,0.238,0.077,0.078,0.08,0.079,0.078,0.083,0.083,0.083,0.084,0.674,0.656,0.662,0.079,0.079,0.08,0.079,0.081,0.085,0.083,0.083,0.083,0.486,0.564,0.477,0.078,0.08,0.08,0.08,0.168,0.083,0.083,0.083,0.085,0.497,0.49,0.487,0.08,0.08,0.08,0.08,0.086,0.087,0.083,0.084,0.084
27:45:04,0.499,0.479,0.475,0.455,0.468,0.473,0.083,0.083,0.085,0.084,0.083,0.086,0.397,0.405,0.4,0.553,0.521,0.571,0.081,0.082,0.085,0.083,0.083,0.087,0.143,0.147,0.146,0.451,0.491,0.487,0.079,0.079,0.084,0.085,0.083,0.083,0.406,0.385,0.397,0.079,0.079,0.08,0.08,0.079,0.082,0.083,0.083,0.083,0.23,0.244,0.239,0.077,0.078,0.08,0.079,0.078,0.083,0.083,0.083,0.084,0.677,0.657,0.666,0.079,0.079,0.08,0.079,0.081,0.085,0.083,0.083,0.083,0.488,0.567,0.479,0.078,0.08,0.08,0.08,0.168,0.083,0.083,0.083,0.085,0.499,0.492,0.489,0.08,0.08,0.08,0.08,0.087,0.087,0.083,0.084,0.084
28:00:04,0.504,0.483,0.479,0.456,0.469,0.474,0.083,0.083,0.085,0.084,0.083,0.086,0.402,0.407,0.402,0.578,0.53,0.584,0.081,0.082,0.085,0.083,0.083,0.087,0.146,0.148,0.148,0.452,0.493,0.488,0.079,0.079,0.084,0.085,0.083,0.083,0.408,0.387,0.399,0.079,0.079,0.08,0.08,0.079,0.082,0.083,0.083,0.083,0.234,0.246,0.241,0.077,0.078,0.08,0.079,0.078,0.083,0.083,0.083,0.084,0.682,0.662,0.667,0.079,0.079,0.08,0.079,0.081,0.085,0.084,0.083,0.083,0.491,0.569,0.482,0.078,0.08,0.08,0.08,0.167,0.083,0.083,0.084,0.085,0.501,0.494,0.491,0.08,0.08,0.08,0.08,0.087,0.087,0.084,0.084,0.084
28:15:04,0.506,0.484,0.481,0.457,0.471,0.475,0.083,0.083,0.085,0.084,0.083,0.086,0.402,0.409,0.405,0.585,0.539,0.595,0.081,0.082,0.085,0.083,0.083,0.087,0.147,0.15,0.149,0.453,0.496,0.49,0.079,0.079,0.084,0.085,0.083,0.083,0.41,0.391,0.402,0.079,0.079,0.08,0.08,0.079,0.082,0.083,0.083,0.083,0.239,0.247,0.242,0.077,0.078,0.08,0.079,0.078,0.083,0.083,0.083,0.084,0.684,0.662,0.669,0.079,0.079,0.08,0.079,0.081,0.085,0.084,0.083,0.083,0.493,0.573,0.485,0.078,0.08,0.08,0.08,0.167,0.083,0.083,0.084,0.085,0.503,0.496,0.494,0.08,0.079,0.08,0.08,0.087,0.087,0.083,0.084,0.084
28:30:04,0.509,0.486,0.483,0.458,0.473,0.476,0.083,0.083,0.085,0.084,0.083,0.086,0.406,0.412,0.406,0.593,0.553,0.601,0.081,0.082,0.085,0.083,0.083,0.087,0.149,0.153,0.151,0.454,0.498,0.492,0.079,0.079,0.083,0.085,0.083,0.083,0.412,0.393,0.404,0.079,0.079,0.08,0.081,0.079,0.082,0.083,0.083,0.083,0.246,0.249,0.243,0.077,0.078,0.08,0.079,0.078,0.083,0.083,0.083,0.084,0.683,0.659,0.671,0.079,0.079,0.08,0.079,0.081,0.085,0.084,0.083,0.083,0.495,0.576,0.487,0.078,0.08,0.08,0.08,0.167,0.083,0.083,0.084,0.085,0.505,0.498,0.495,0.08,0.08,0.08,0.08,0.087,0.087,0.084,0.084,0.084
28:45:04,0.512,0.49,0.487,0.459,0.477,0.477,0.083,0.083,0.085,0.084,0.083,0.086,0.411,0.417,0.408,0.578,0.563,0.607,0.081,0.082,0.085,0.083,0.083,0.087,0.15,0.155,0.152,0.455,0.5,0.493,0.079,0.079,0.083,0.085,0.083,0.083,0.412,0.395,0.407,0.079,0.079,0.08,0.08,0.079,0.082,0.083,0.083,0.083,0.253,0.251,0.244,0.077,0.078,0.08,0.079,0.078,0.083,0.083,0.083,0.084,0.687,0.667,0.672,0.079,0.079,0.08,0.079,0.081,0.085,0.083,0.083,0.083,0.497,0.578,0.488,0.078,0.08,0.08,0.08,0.166,0.083,0.083,0.084,0.085,0.508,0.5,0.498,0.08,0.079,0.08,0.08,0.087,0.087,0.083,0.084,0.084
29:00:04,0.513,0.491,0.489,0.461,0.479,0.479,0.083,0.083,0.085,0.084,0.083,0.086,0.413,0.418,0.411,0.578,0.575,0.609,0.081,0.082,0.085,0.084,0.083,0.087,0.152,0.156,0.154,0.456,0.502,0.495,0.079,0.079,0.084,0.085,0.083,0.083,0.414,0.398,0.409,0.079,0.079,0.08,0.08,0.079,0.082,0.083,0.083,0.083,0.261,0.253,0.246,0.077,0.078,0.08,0.079,0.078,0.083,0.083,0.083,0.084,0.682,0.668,0.673,0.079,0.079,0.08,0.079,0.081,0.085,0.083,0.083,0.083,0.5,0.582,0.49,0.078,0.08,0.08,0.08,0.166,0.083,0.083,0.084,0.085,0.51,0.502,0.5,0.08,0.079,0.08,0.08,0.087,0.087,0.083,0.084,0.084
29:15:04,0.515,0.493,0.49,0.462,0.482,0.48,0.083,0.083,0.085,0.084,0.083,0.086,0.416,0.42,0.412,0.587,0.589,0.608,0.081,0.082,0.085,0.083,0.083,0.087,0.154,0.157,0.154,0.457,0.504,0.497,0.079,0.079,0.084,0.085,0.083,0.083,0.412,0.4,0.41,0.079,0.079,0.08,0.08,0.079,0.082,0.083,0.083,0.083,0.268,0.255,0.247,0.077,0.078,0.08,0.078,0.078,0.083,0.083,0.083,0.084,0.694,0.668,0.674,0.079,0.079,0.08,0.079,0.081,0.085,0.084,0.083,0.083,0.502,0.583,0.493,0.078,0.08,0.08,0.08,0.166,0.083,0.083,0.084,0.085,0.512,0.505,0.502,0.08,0.08,0.08,0.08,0.087,0.087,0.083,0.083,0.084
29:30:04,0.518,0.494,0.491,0.463,0.484,0.481,0.083,0.083,0.085,0.084,0.083,0.086,0.42,0.423,0.413,0.597,0.617,0.602,0.081,0.082,0.085,0.083,0.083,0.087,0.157,0.159,0.155,0.458,0.505,0.498,0.079,0.079,0.084,0.085,0.083,0.083,0.417,0.402,0.413,0.079,0.079,0.08,0.08,0.079,0.082,0.083,0.083,0.083,0.275,0.256,0.248,0.077,0.078,0.08,0.079,0.078,0.083,0.083,0.083,0.084,0.693,0.672,0.675,0.079,0.079,0.08,0.079,0.081,0.085,0.084,0.083,0.083,0.504,0.587,0.494,0.078,0.08,0.08,0.08,0.166,0.083,0.083,0.084,0.085,0.514,0.506,0.504,0.08,0.08,0.08,0.08,0.087,0.087,0.083,0.083,0.084
29:45:04,0.52,0.497,0.494,0.465,0.487,0.484,0.083,0.083,0.084,0.083,0.083,0.086,0.425,0.423,0.416,0.602,0.647,0.609,0.081,0.082,0.085,0.083,0.083,0.087,0.159,0.159,0.155,0.46,0.507,0.5,0.079,0.079,0.084,0.085,0.083,0.083,0.419,0.405,0.415,0.078,0.079,0.08,0.08,0.079,0.082,0.083,0.083,0.083,0.281,0.258,0.249,0.077,0.078,0.08,0.079,0.078,0.083,0.083,0.083,0.084,0.698,0.67,0.677,0.078,0.079,0.08,0.079,0.081,0.085,0.083,0.083,0.083,0.506,0.59,0.496,0.078,0.079,0.079,0.079,0.166,0.083,0.083,0.083,0.085,0.516,0.508,0.506,0.08,0.079,0.08,0.08,0.087,0.087,0.083,0.083,0.084
30:00:04,0.521,0.498,0.496,0.467,0.489,0.486,0.083,0.083,0.085,0.084,0.083,0.086,0.428,0.428,0.418,0.616,0.662,0.634,0.081,0.082,0.085,0.083,0.083,0.087,0.161,0.161,0.156,0.461,0.509,0.502,0.079,0.079,0.084,0.085,0.083,0.083,0.422,0.407,0.417,0.079,0.079,0.08,0.08,0.079,0.082,0.083,0.083,0.083,0.288,0.259,0.251,0.077,0.079,0.08,0.079,0.078,0.083,0.083,0.083,0.084,0.7,0.674,0.679,0.079,0.079,0.08,0.079,0.081,0.085,0.084,0.083,0.083,0.508,0.592,0.499,0.078,0.08,0.08,0.08,0.166,0.084,0.083,0.083,0.085,0.518,0.51,0.508,0.08,0.08,0.08,0.08,0.087,0.087,0.083,0.084,0.084
30:15:04,0.523,0.5,0.498,0.469,0.492,0.488,0.083,0.083,0.085,0.084,0.083,0.086,0.43,0.429,0.42,0.615,0.69,0.628,0.081,0.082,0.085,0.083,0.083,0.087,0.163,0.163,0.158,0.463,0.51,0.503,0.079,0.08,0.084,0.085,0.083,0.083,0.423,0.41,0.419,0.079,0.079,0.08,0.08,0.079,0.082,0.083,0.083,0.084,0.294,0.261,0.252,0.077,0.078,0.08,0.079,0.078,0.083,0.083,0.083,0.084,0.701,0.674,0.682,0.079,0.079,0.08,0.079,0.081,0.085,0.084,0.083,0.083,0.51,0.595,0.499,0.078,0.08,0.08,0.08,0.165,0.083,0.083,0.084,0.085,0.52,0.512,0.51,0.08,0.079,0.08,0.08,0.086,0.087,0.083,0.084,0.084
30:30:04,0.525,0.502,0.501,0.471,0.496,0.491,0.083,0.083,0.085,0.084,0.083,0.086,0.433,0.43,0.421,0.625,0.712,0.618,0.081,0.082,0.085,0.083,0.083,0.087,0.166,0.165,0.157,0.464,0.512,0.504,0.079,0.079,0.084,0.085,0.083,0.083,0.423,0.412,0.421,0.079,0.079,0.08,0.08,0.079,0.082,0.083,0.083,0.083,0.299,0.262,0.253,0.077,0.078,0.08,0.079,0.078,0.083,0.083,0.083,0.084,0.704,0.675,0.681,0.079,0.079,0.08,0.079,0.081,0.085,0.084,0.083,0.083,0.512,0.596,0.502,0.078,0.08,0.08,0.079,0.165,0.083,0.083,0.084,0.085,0.522,0.514,0.511,0.08,0.08,0.08,0.08,0.087,0.087,0.083,0.084,0.084
30:45:04,0.527,0.505,0.502,0.473,0.498,0.493,0.083,0.083,0.085,0.084,0.083,0.086,0.436,0.432,0.423,0.633,0.731,0.608,0.081,0.082,0.085,0.083,0.083,0.087,0.167,0.166,0.16,0.465,0.513,0.506,0.079,0.079,0.084,0.085,0.083,0.083,0.427,0.416,0.423,0.079,0.079,0.08,0.08,0.079,0.082,0.083,0.083,0.083,0.305,0.264,0.254,0.077,0.078,0.08,0.079,0.078,0.083,0.083,0.083,0.084,0.709,0.676,0.683,0.079,0.079,0.08,0.079,0.081,0.085,0.084,0.083,0.083,0.514,0.599,0.503,0.078,0.08,0.08,0.08,0.165,0.083,0.083,0.084,0.085,0.524,0.516,0.513,0.08,0.08,0.08,0.08,0.086,0.087,0.083,0.084,0.084
31:00:04,0.527,0.505,0.503,0.476,0.501,0.496,0.083,0.083,0.085,0.083,0.083,0.086,0.438,0.432,0.424,0.644,0.741,0.598,0.081,0.082,0.085,0.083,0.083,0.087,0.17,0.168,0.161,0.466,0.514,0.507,0.079,0.079,0.083,0.085,0.083,0.083,0.427,0.418,0.425,0.078,0.079,0.08,0.08,0.079,0.082,0.083,0.083,0.083,0.309,0.265,0.256,0.077,0.078,0.08,0.079,0.078,0.083,0.083,0.083,0.084,0.703,0.675,0.683,0.079,0.079,0.08,0.079,0.081,0.085,0.083,0.083,0.083,0.516,0.601,0.505,0.078,0.08,0.079,0.08,0.165,0.083,0.083,0.083,0.085,0.526,0.518,0.515,0.08,0.079,0.08,0.08,0.087,0.087,0.083,0.083,0.084
31:15:04,0.53,0.507,0.506,0.479,0.504,0.499,0.083,0.083,0.085,0.084,0.083,0.086,0.442,0.438,0.427,0.693,0.756,0.605,0.081,0.082,0.085,0.083,0.083,0.087,0.171,0.168,0.162,0.467,0.516,0.508,0.079,0.08,0.084,0.085,0.083,0.083,0.43,0.422,0.428,0.079,0.079,0.08,0.08,0.079,0.082,0.083,0.083,0.083,0.314,0.267,0.257,0.077,0.078,0.08,0.079,0.078,0.083,0.083,0.083,0.084,0.703,0.677,0.685,0.079,0.079,0.08,0.08,0.081,0.085,0.084,0.083,0.083,0.518,0.604,0.506,0.078,0.08,0.08,0.08,0.165,0.084,0.083,0.083,0.085,0.528,0.519,0.517,0.08,0.08,0.08,0.08,0.087,0.087,0.084,0.084,0.084
31:30:04,0.531,0.508,0.506,0.481,0.507,0.503,0.083,0.082,0.085,0.084,0.083,0.086,0.444,0.437,0.429,0.715,0.771,0.618,0.081,0.082,0.085,0.083,0.083,0.087,0.174,0.169,0.163,0.469,0.517,0.509,0.079,0.079,0.084,0.085,0.083,0.083,0.433,0.423,0.43,0.079,0.079,0.08,0.08,0.079,0.082,0.083,0.083,0.083,0.317,0.268,0.258,0.077,0.078,0.08,0.079,0.078,0.083,0.083,0.083,0.084,0.705,0.68,0.685,0.078,0.079,0.08,0.079,0.081,0.085,0.083,0.083,0.083,0.519,0.607,0.509,0.078,0.08,0.08,0.079,0.164,0.083,0.083,0.084,0.085,0.53,0.521,0.519,0.08,0.079,0.08,0.08,0.087,0.087,0.084,0.083,0.084
31:45:04,0.533,0.51,0.508,0.484,0.51,0.506,0.083,0.083,0.085,0.084,0.083,0.086,0.444,0.44,0.431,0.729,0.78,0.667,0.081,0.082,0.085,0.083,0.083,0.087,0.177,0.171,0.163,0.47,0.518,0.511,0.079,0.079,0.083,0.085,0.083,0.083,0.434,0.425,0.433,0.079,0.079,0.08,0.08,0.079,0.082,0.083,0.083,0.083,0.322,0.271,0.259,0.077,0.078,0.08,0.079,0.078,0.083,0.083,0.083,0.084,0.705,0.68,0.683,0.079,0.079,0.08,0.079,0.081,0.085,0.083,0.083,0.083,0.521,0.609,0.511,0.078,0.08,0.08,0.08,0.164,0.083,0.083,0.084,0.085,0.532,0.523,0.52,0.08,0.08,0.08,0.08,0.087,0.087,0.083,0.083,0.084
32:00:04,0.534,0.511,0.509,0.487,0.512,0.509,0.083,0.083,0.085,0.084,0.083,0.086,0.447,0.442,0.432,0.727,0.788,0.689,0.081,0.082,0.085,0.083,0.083,0.087,0.179,0.173,0.165,0.471,0.519,0.512,0.079,0.079,0.084,0.085,0.083,0.083,0.436,0.428,0.434,0.078,0.079,0.08,0.08,0.079,0.082,0.083,0.083,0.083,0.326,0.271,0.26,0.077,0.078,0.08,0.079,0.078,0.083,0.083,0.083,0.084,0.707,0.681,0.681,0.078,0.079,0.08,0.079,0.081,0.085,0.084,0.083,0.083,0.522,0.612,0.512,0.078,0.08,0.08,0.079,0.164,0.083,0.083,0.084,0.085,0.533,0.525,0.522,0.08,0.079,0.08,0.08,0.087,0.087,0.083,0.084,0.084
32:15:04,0.536,0.512,0.51,0.489,0.513,0.512,0.083,0.083,0.085,0.084,0.083,0.086,0.449,0.445,0.435,0.717,0.794,0.696,0.081,0.082,0.085,0.083,0.083,0.087,0.181,0.175,0.165,0.472,0.52,0.514,0.079,0.079,0.083,0.085,0.083,0.083,0.439,0.43,0.437,0.079,0.079,0.08,0.08,0.079,0.082,0.083,0.083,0.083,0.33,0.272,0.261,0.077,0.078,0.08,0.079,0.078,0.083,0.083,0.083,0.084,0.708,0.681,0.684,0.078,0.079,0.08,0.079,0.081,0.085,0.083,0.083,0.083,0.524,0.614,0.513,0.078,0.08,0.08,0.08,0.164,0.083,0.083,0.084,0.085,0.535,0.526,0.524,0.08,0.079,0.08,0.08,0.087,0.087,0.083,0.088,0.084
32:30:04,0.537,0.514,0.511,0.493,0.516,0.515,0.083,0.083,0.085,0.084,0.083,0.086,0.451,0.447,0.436,0.716,0.796,0.708,0.081,0.082,0.085,0.083,0.083,0.087,0.183,0.176,0.165,0.473,0.522,0.515,0.079,0.079,0.083,0.085,0.083,0.083,0.441,0.432,0.439,0.079,0.079,0.08,0.08,0.079,0.082,0.083,0.083,0.083,0.333,0.274,0.262,0.077,0.078,0.08,0.079,0.078,0.083,0.083,0.083,0.084,0.715,0.684,0.685,0.079,0.079,0.08,0.079,0.081,0.085,0.083,0.083,0.083,0.526,0.616,0.515,0.078,0.08,0.08,0.08,0.163,0.083,0.083,0.084,0.085,0.537,0.528,0.526,0.08,0.08,0.08,0.08,0.087,0.087,0.084,0.088,0.084
32:45:04,0.539,0.515,0.512,0.495,0.516,0.517,0.083,0.083,0.085,0.084,0.083,0.086,0.454,0.45,0.438,0.732,0.79,0.71,0.081,0.082,0.085,0.083,0.083,0.087,0.186,0.177,0.166,0.474,0.523,0.516,0.079,0.08,0.084,0.085,0.083,0.083,0.445,0.435,0.442,0.079,0.079,0.08,0.08,0.079,0.082,0.083,0.083,0.083,0.335,0.275,0.263,0.077,0.078,0.08,0.079,0.078,0.083,0.083,0.083,0.084,0.722,0.689,0.688,0.079,0.079,0.08,0.079,0.081,0.085,0.084,0.083,0.083,0.527,0.62,0.516,0.078,0.08,0.08,0.08,0.163,0.084,0.083,0.084,0.085,0.538,0.529,0.528,0.08,0.08,0.08,0.08,0.087,0.087,0.084,0.088,0.084
33:00:04,0.54,0.515,0.512,0.498,0.519,0.52,0.083,0.083,0.085,0.084,0.083,0.086,0.457,0.451,0.44,0.737,0.798,0.722,0.081,0.082,0.085,0.083,0.083,0.087,0.189,0.179,0.167,0.475,0.524,0.517,0.079,0.08,0.083,0.085,0.083,0.083,0.449,0.437,0.444,0.079,0.079,0.08,0.08,0.079,0.082,0.083,0.083,0.083,0.338,0.276,0.264,0.077,0.078,0.08,0.079,0.078,0.083,0.083,0.083,0.084,0.723,0.689,0.687,0.079,0.079,0.08,0.079,0.081,0.085,0.083,0.083,0.083,0.529,0.621,0.518,0.078,0.08,0.08,0.08,0.163,0.083,0.083,0.084,0.085,0.539,0.531,0.529,0.08,0.08,0.08,0.08,0.087,0.087,0.083,0.088,0.084
33:15:04,0.54,0.516,0.513,0.501,0.521,0.523,0.083,0.083,0.084,0.084,0.083,0.086,0.46,0.452,0.442,0.727,0.794,0.725,0.081,0.082,0.085,0.083,0.083,0.087,0.19,0.182,0.168,0.477,0.524,0.518,0.079,0.079,0.083,0.085,0.083,0.083,0.452,0.44,0.447,0.079,0.079,0.08,0.08,0.079,0.082,0.083,0.082,0.083,0.341,0.278,0.265,0.077,0.078,0.08,0.078,0.078,0.083,0.083,0.083,0.084,0.725,0.69,0.684,0.078,0.079,0.08,0.079,0.081,0.085,0.083,0.083,0.083,0.53,0.625,0.52,0.078,0.079,0.08,0.079,0.163,0.083,0.083,0.083,0.085,0.541,0.533,0.53,0.08,0.079,0.08,0.08,0.087,0.087,0.083,0.088,0.084
33:30:04,0.541,0.517,0.513,0.503,0.523,0.525,0.083,0.083,0.085,0.084,0.083,0.086,0.461,0.454,0.445,0.722,0.803,0.729,0.081,0.082,0.085,0.083,0.083,0.087,0.193,0.184,0.169,0.478,0.526,0.519,0.079,0.079,0.083,0.085,0.083,0.083,0.456,0.442,0.448,0.079,0.079,0.08,0.08,0.079,0.082,0.083,0.083,0.083,0.343,0.279,0.265,0.077,0.078,0.08,0.079,0.078,0.083,0.083,0.083,0.084,0.728,0.691,0.684,0.079,0.079,0.08,0.079,0.081,0.085,0.084,0.083,0.083,0.531,0.627,0.521,0.078,0.08,0.08,0.08,0.163,0.083,0.083,0.083,0.085,0.542,0.534,0.532,0.08,0.079,0.08,0.08,0.087,0.087,0.084,0.088,0.084
33:45:04,0.542,0.518,0.514,0.505,0.525,0.525,0.083,0.083,0.085,0.084,0.083,0.086,0.463,0.456,0.446,0.704,0.801,0.732,0.081,0.082,0.085,0.083,0.083,0.087,0.196,0.187,0.171,0.479,0.527,0.52,0.079,0.079,0.084,0.085,0.083,0.083,0.459,0.445,0.451,0.079,0.079,0.08,0.08,0.079,0.082,0.083,0.083,0.083,0.345,0.28,0.266,0.077,0.078,0.08,0.079,0.078,0.083,0.083,0.083,0.084,0.729,0.691,0.684,0.079,0.079,0.08,0.079,0.081,0.085,0.083,0.083,0.083,0.533,0.63,0.521,0.078,0.08,0.08,0.08,0.162,0.083,0.083,0.083,0.085,0.543,0.535,0.533,0.08,0.08,0.08,0.08,0.087,0.087,0.083,0.088,0.084
34:00:04,0.544,0.519,0.515,0.508,0.528,0.528,0.083,0.083,0.085,0.084,0.083,0.086,0.466,0.456,0.448,0.701,0.804,0.731,0.081,0.082,0.085,0.083,0.083,0.087,0.198,0.189,0.172,0.48,0.527,0.521,0.079,0.08,0.083,0.085,0.083,0.083,0.461,0.447,0.452,0.079,0.079,0.08,0.08,0.079,0.082,0.083,0.083,0.083,0.347,0.281,0.267,0.077,0.078,0.08,0.079,0.078,0.083,0.083,0.083,0.084,0.732,0.692,0.684,0.079,0.079,0.08,0.079,0.081,0.085,0.084,0.083,0.083,0.534,0.631,0.523,0.078,0.08,0.08,0.08,0.162,0.083,0.083,0.084,0.085,0.545,0.537,0.535,0.08,0.079,0.08,0.08,0.086,0.087,0.083,0.088,0.084
34:15:04,0.543,0.518,0.516,0.508,0.532,0.532,0.083,0.083,0.085,0.084,0.083,0.086,0.468,0.458,0.45,0.688,0.81,0.731,0.081,0.082,0.085,0.083,0.083,0.087,0.201,0.191,0.174,0.481,0.528,0.522,0.079,0.08,0.083,0.085,0.083,0.083,0.464,0.449,0.455,0.079,0.079,0.08,0.08,0.079,0.082,0.083,0.083,0.083,0.349,0.282,0.269,0.077,0.078,0.08,0.079,0.078,0.083,0.083,0.083,0.084,0.735,0.696,0.684,0.079,0.079,0.08,0.079,0.081,0.085,0.084,0.083,0.083,0.535,0.633,0.525,0.078,0.08,0.08,0.08,0.162,0.084,0.083,0.084,0.085,0.546,0.538,0.536,0.08,0.08,0.08,0.08,0.087,0.087,0.083,0.088,0.084
34:30:04,0.543,0.519,0.516,0.511,0.538,0.533,0.083,0.083,0.085,0.084,0.083,0.086,0.47,0.46,0.451,0.659,0.822,0.734,0.081,0.082,0.085,0.083,0.083,0.087,0.203,0.195,0.177,0.482,0.53,0.523,0.079,0.08,0.084,0.085,0.083,0.083,0.466,0.452,0.457,0.079,0.079,0.08,0.08,0.079,0.082,0.083,0.083,0.083,0.352,0.284,0.269,0.077,0.079,0.08,0.079,0.078,0.083,0.083,0.083,0.084,0.734,0.696,0.684,0.079,0.079,0.08,0.079,0.081,0.085,0.084,0.083,0.083,0.537,0.635,0.527,0.078,0.08,0.08,0.08,0.162,0.083,0.083,0.084,0.085,0.546,0.539,0.537,0.08,0.08,0.08,0.08,0.087,0.087,0.084,0.088,0.084
34:45:04,0.544,0.52,0.518,0.513,0.545,0.537,0.083,0.083,0.085,0.084,0.083,0.086,0.473,0.461,0.453,0.664,0.823,0.787,0.081,0.082,0.085,0.083,0.083,0.087,0.205,0.196,0.178,0.483,0.53,0.524,0.079,0.08,0.083,0.085,0.083,0.083,0.469,0.454,0.46,0.079,0.079,0.08,0.08,0.079,0.082,0.083,0.083,0.083,0.355,0.285,0.27,0.077,0.078,0.08,0.079,0.078,0.083,0.083,0.083,0.084,0.738,0.696,0.685,0.079,0.079,0.08,0.08,0.081,0.085,0.084,0.083,0.083,0.538,0.636,0.528,0.078,0.08,0.08,0.08,0.162,0.083,0.083,0.084,0.085,0.548,0.541,0.538,0.08,0.08,0.08,0.08,0.087,0.087,0.083,0.088,0.084
