sample,k,n0,r,t_mid,t_gen,auc_l,auc_e,sigma,note
C11,0.339171222460105,0.00453512392534692,0.700985297134413,6.13592221739102,0.988818429421403,12.8076279954157,12.77675,0.0237440878628774,
C12,0.574658020489576,0.00639108874103008,0.406918000874236,11.028478988556,1.70340751471,18.8836689293356,18.840625,0.0586677247981319,
D01,0.288746083610638,0.00470289947047344,0.234681761410085,17.4745026271973,2.95356220438764,7.61734761849182,7.55079166666667,0.0148537613429666,
D02,0.211129489291177,0.00699305054379575,0.202036121767391,16.6993490158827,3.43080818665675,5.715446066101,5.65420833333333,0.0121636536587359,
D03,0.411648638263392,0.0119270338633979,0.175164958513785,20.0494480675742,3.9571109795079,9.79146726839083,9.73154166666666,0.00695613969767205,
D04,0.41109722546992,0.0118672298660972,0.177189320011692,19.8418102850714,3.91190157800824,9.86149497406114,9.801875,0.0076119942393038,
D05,0.337887678917972,0.00334799354800387,0.420430702793052,10.9516128515439,1.64865975761321,11.1304833261572,11.1406666666667,0.0222188948678439,
D06,0.333427445489583,0.00162044004395529,0.479840532337836,11.0908841331795,1.44453653630062,10.9416316449544,10.9567083333333,0.0257328825341661,
D07,0.356185977160267,0.0121072386375887,0.269529351249449,12.4181911857726,2.57169461265255,11.173885768087,11.1402916666667,0.0150128019432296,
D08,0.353003268107456,0.0120680720232922,0.271788868807263,12.2931050991026,2.55031482194911,11.1182817735509,11.0815416666667,0.0150125398350356,
D11,0.164519068712095,0.000988938621106469,0.354800652084536,14.3971558003242,1.95362431406917,4.85373982833119,4.87325,0.00609403827646811,
D12,0.448432147849199,0.0135095877369006,0.167572292408111,20.7180334321142,4.13640686416004,10.3754521287918,10.3136666666667,0.0201441146398331,
E01,0.532063648915657,0.0266969245028056,0.363306381676057,8.09436918643681,1.90788605848931,18.9843547075715,18.9664583333333,0.0394296311891142,
E02,0.511959869515189,0.0287873684786876,0.350675233844071,8.04287490603775,1.976607167155,18.2814572043004,18.252125,0.0267219027098224,
E03,0.554480372081272,0.00260734510678275,0.365162719230829,14.6646555385817,1.89818714796509,16.212543809299,16.4357083333333,0.0496812596335532,
E04,0.532227244067194,0.00255843091476592,0.390125317696651,13.669601899233,1.77672955103856,16.0917483739458,16.3068333333333,0.055135097794599,
E05,0.393382303381257,0.00175860929372014,0.605518284156554,8.92752247691741,1.14471717650187,13.7611993196792,13.8165,0.0293906714372252,
E06,0.412057217392126,0.00182670371834492,0.602708837471596,8.98312053468665,1.15005312261181,14.3915822524823,14.440625,0.0217654502997082,
E07,0.487312197191341,0.0116006474804023,0.4322292584711,8.59208555628564,1.6036563165848,17.1869357725365,17.141375,0.0267509534387898,
E08,0.488596497902719,0.0113744147339244,0.437339612593768,8.54396754044192,1.5849174431034,17.2566614168626,17.2115,0.0275722656478518,
E11,0.522402487829203,0.0273590362204609,0.34382586741955,8.42170106397796,2.01598322360702,18.4609341895829,18.4262916666667,0.0196130441627963,
E12,0.659121565742162,0.00221598331064035,0.364813311509086,15.6020733917448,1.90000517714848,18.6567335211778,18.9249583333333,0.0369379349167112,
F01,0.410008280363204,0.0122137881176562,0.300593259508824,11.5883171809212,2.3059305511127,13.2137233330128,13.1725,0.00694665767902584,
F02,0.395768628977442,0.0122328495659858,0.294925453344485,11.681962183395,2.35024536776865,12.7154522455789,12.6731666666667,0.00855695865789871,
F03,0.3884353223787,0.00979435048596615,0.210023165998189,17.401807541562,3.30033678554261,10.2591181489973,10.1978333333333,0.00769372352655182,
F04,0.434329922831527,0.00197621209919502,0.385272691443377,13.9850610139893,1.79910799793039,12.9950619452036,13.0195,0.00884543258511061,
F05,0.461370187541836,0.000699320608121178,0.388017355867829,16.7269059240063,1.78638189781401,12.5427724954255,12.7058333333333,0.0252258288219086,
F06,0.233682113265279,0.0123107305665596,0.193722886932104,14.9149670218825,3.57803453963021,6.71626702666474,6.63954166666667,0.014895552534644,
F07,0.390276344379244,0.0136297387434827,0.172553387789079,19.2349355002777,4.01700128546426,9.58404716302779,9.53491666666667,0.00730248194108265,
F08,0.529355473930376,0.00438877098613287,0.309364269009362,15.4648939344099,2.24055345104825,15.0471134806209,15.0527916666667,0.0173528543100624,
F11,0.406988349223184,0.0148433063190145,0.272065980309775,12.0341498203288,2.54771721098951,12.9204910971961,12.857875,0.0206912132194605,
F12,0.483502471309083,0.0110605510780576,0.193504705436501,19.4027839771878,3.58206886492175,11.8163631650218,11.7239166666667,0.0121735325027908,
G01,0.439158657591753,0.00825485486545694,0.641274300407856,6.16753762210446,1.08089031498549,16.5648617357179,16.5410833333333,0.0302677619490499,
G02,0.373669278317008,0.00232316923428745,0.947979460365876,5.352649973656,0.731183754015538,14.4077299835035,14.423,0.0483711035652795,
G03,0.432116374008684,0.0238180118875527,0.393488967749991,7.22143776142234,1.76154158660008,15.7943473798181,15.7540833333333,0.0209619259126598,
G04,0.480992039500393,0.0355824523177729,0.308761714373445,8.18476371232618,2.24492593573822,17.0670583354264,17.0104583333333,0.0143897175623832,
G05,0.253008487055645,0.0152176150203289,0.201792430963755,13.6226019259485,3.43495133712148,7.58965254181166,7.5205,0.0142381316501288,
G06,0.277392433088959,0.0132358347465423,0.205272060303614,14.5836417950325,3.37672442871536,8.07396581848981,8.027875,0.0145773859750224,
G07,0.410007338779824,0.0246343025811144,0.342478570380637,8.02990943872832,2.02391402121765,14.6396583552295,14.613375,0.0136243282016892,
G08,0.433515304932283,0.0274842835842182,0.353192934099975,7.62420470141563,1.96251712205472,15.6529481980223,15.6272916666667,0.01473004449914,
G11,0.393624341875529,0.00356583769281476,0.768165755676535,6.11182899093583,0.90234064124543,14.8762411800355,14.89025,0.040671514773772,
G12,0.519349846720785,0.0437003535111184,0.269835590373164,8.84733192279522,2.56877597058776,18.04422959174,17.9678333333333,0.0374990494517203,
H01,0.647595862111169,0.00750841003138698,0.311194675250629,14.2855306810179,2.22737480968047,19.1649382698325,19.1004166666667,0.0371967650865415,
H02,0.541275473492084,0.024396163365078,0.178785583092895,17.0784661209283,3.87697468984281,14.4120902266882,14.2696666666667,0.0196629294814866,
H03,0.158960890865069,1.09992826100813e-06,1.42267185110102,8.35130152636671,0.487215080570768,5.65350135349809,5.90545833333333,0.0578813281809834,
H04,0.409756701618568,0.0264253086269296,0.439729816309685,6.08232046286742,1.57630243583889,15.4407572311573,15.5229583333333,0.044662069005853,
H05,0.433073973041687,0.00811176366681063,0.518063955330637,7.64130546522546,1.33795677816953,15.6941084636366,15.7111666666667,0.0375023623156617,
H06,0.436201791580027,0.00824270931369915,0.526756072551579,7.49815465745532,1.31587886059363,15.8700223941746,15.8873333333333,0.0356456635399222,
H07,0.490066077834388,0.0286065449923181,0.238650816562043,11.6519979544932,2.90444085021493,15.6892406263852,15.59625,0.0257636649439093,
H08,0.506971725383027,0.0347346991528301,0.222431087480882,11.7328108243095,3.11623338450621,16.1563110812524,16.0456666666667,0.0316661277320084,
H11,0.539833260935378,0.019841677867435,0.185879978785802,17.5706279834913,3.72900397927574,14.1353186990333,14.002,0.0181651659237564,
H12,0.276281373498905,0.00574677166311113,0.677620594093976,5.6842454236125,1.0229133922453,10.5543356058755,10.588875,0.0616485810519492,
