sample,k,n0,r,t_mid,t_gen,auc_l,auc_e,sigma,note
A01,0.532764183320169,0.0401838271743796,0.238863846901781,10.4921403297944,2.90185052928903,17.6332391227036,17.5206666666667,0.040478034354153,
A02,0.434825927333685,0.0172720955042514,0.367479204508381,8.66803131385487,1.88622151146552,15.279062822964,15.2517083333333,0.0117467908386508,
A03,0.559786862685959,0.0157608408581824,0.176662251425595,20.0465499246379,3.9235726645988,13.3180598774735,13.2795833333333,0.0124540719416948,
A04,0.545313871293035,0.0125877139479705,0.19954810495537,18.7688390332116,3.47358438064331,13.6676600949473,13.657625,0.0160881377356685,
A05,0.562805880547503,0.00902720271943902,0.333508746446517,12.343072285831,2.07834783328869,17.7425628899164,17.7027083333333,0.0728636678795361,
A06,0.527670993875538,0.00631929250192206,0.366168575215773,12.0513280147976,1.89297287499752,16.7970652071658,16.782,0.0666463324466722,
A07,0.432775349672084,0.0122218106147261,0.111267391033649,31.8004192414094,6.22956262495924,6.03024326619828,6.06266666666667,0.0122231694507412,
A08,0.413909545367059,0.0120191649269397,0.115126447272405,30.485409704301,6.02074672659585,6.14772010906704,6.18195833333333,0.0122911322452577,
A09,0.535733661786729,0.00874229246936523,0.148281847468343,27.6433817749378,4.67452484841696,8.96854384376314,8.843625,0.0205916175970855,
A10,0.441587356767229,0.00346832754958705,0.206844494251061,23.3935070091805,3.35105453529077,9.07631844874771,9.05145833333333,0.023653072070745,
A11,0.418476938629331,0.0158502932854285,0.363281578099235,8.90444736324226,1.90801632217806,14.6073311605549,14.57575,0.011502267713672,
A12,0.349224420579263,0.00228985855064213,0.393732536213445,12.7514128779323,1.7604518722938,10.8778369310723,10.9495833333333,0.0423159573368309,
B01,0.480780514138884,0.0296905333219645,0.18501110725437,14.7063526204242,3.74651657863409,13.8897621941808,13.7647916666667,0.0234900393598921,
B02,0.402405438235534,0.0180247549498435,0.246115041155661,12.4327522682253,2.81635440607447,12.5950753995052,12.5323333333333,0.00904663251618287,
B03,0.387379860585279,0.00888284356866798,0.302310253313238,12.4113767998867,2.29283384524091,12.1748830682699,12.1755,0.0216921078928259,
B04,0.371754768434696,0.00786871127697837,0.315170216700316,12.1646852653215,2.19927881453035,11.7787690952266,11.774375,0.0219093825307212,
B05,0.369047956869431,0.0267228345146944,0.311679407702725,8.1822617966935,2.22391073465161,13.0987254775182,13.0872083333333,0.0150893600008069,
B06,0.375799561974759,0.0295220401930517,0.289801701851898,8.49582115744875,2.39179817140679,13.2050895187222,13.1947083333333,0.0190908029736694,
B07,0.400354115468395,0.000797047950607044,1.00143206141134,6.20830636451227,0.692155970703674,15.0959005336025,15.124125,0.0583930103087053,
B08,0.410491235246645,0.000967079786492153,0.982341646915163,6.15719610979905,0.705607038790046,15.4989460862295,15.5175833333333,0.0553364473750621,
B09,0.268211014272637,0.00174387013011026,0.25745688942658,19.5339270378545,2.69228445237475,6.53487846098076,6.49266666666667,0.0107096594041353,
B10,0.269902217652001,0.00229383517525457,0.242754886740549,19.605370464671,2.85533770243219,6.5552197109595,6.49845833333333,0.0126232712537388,
B11,0.404936971888453,0.0163742567745795,0.249097844463707,12.7128526534724,2.78263018314049,12.5691620277177,12.5004583333333,0.00927399306558524,
B12,0.415808299080634,0.00832109375719893,0.296314265576598,13.1320570045527,2.33922986870426,12.7722826923332,12.771875,0.0193214536215303,
C01,0.492447869090232,0.0953545825059322,0.127811717524549,11.1614871373447,5.42318962599661,15.359125431237,15.2534583333333,0.0557219700071955,
C02,0.335991947827228,0.00263055643502401,0.823684223165584,5.87850492786592,0.841520525786012,12.777309878881,12.756125,0.0196261813604114,
C03,0.470930137429311,0.00275894691833393,0.502919998430135,10.2083531797433,1.37824541223973,15.8687587546034,15.875,0.0921212979640794,
C04,0.474443830143014,0.00345360794323488,0.480662689094067,10.2263353915843,1.44206570696461,15.9769585254537,15.979375,0.0838859996286914,
C05,0.406507414494583,0.0146606138880166,0.256751753573851,12.7972110502497,2.69967846728093,12.5926703835478,12.5709166666667,0.0261865702422359,
C06,0.423009166317829,0.0147006590792884,0.254339482731005,13.0696605578664,2.72528344053067,12.9903896936631,12.962,0.0253485323224354,
C07,0.442571463495183,0.0255908202014387,0.24825604918546,11.2416438979892,2.79206562270766,14.3553846193302,14.2809583333333,0.0131700080732028,
C08,0.438107057926357,0.0265034564418273,0.246050581778438,11.1472428872372,2.81709222367987,14.2459653380292,14.1701666666667,0.0136044524866231,
